Approved Symbol	Previous Symbols
HNRNPA3	HNRPA3
HNRNPA3P1	HNRPA3, HNRPA3P1
HNRNPA3P2	HNRPA3P, HNRPA3P2
HNRNPAB	HNRPAB
HNRNPC	HNRPC
HNRNPCL1	HNRPCL1
HNRNPD	AUF1, HNRPD
HNRNPDP	HNRPDP
HNRNPF	HNRPF
HNRNPH1	HNRPH1
HNRNPH2	HNRPH2
HNRNPH3	HNRPH3
HNRNPK	HNRPK
HNRNPL	HNRPL
HNRNPM	NAGR1, HNRPM
HNRNPR	HNRPR
HNRNPU	HNRPU
HNRNPU-AS1	C1orf199, NCRNA00201
HNRNPUL1	HNRPUL1
HNRNPUL2	HNRPUL2
HOGA1	C10orf65, DHDPSL
HOMEZ	KIAA1443
HOTTIP	NCRNA00213
HOXA1	HOX1F, HOX1
HOXA2	HOX1K
HOXA3	HOX1E, HOX1
HOXA4	HOX1D, HOX1
HOXA5	HOX1C, HOX1
HOXA6	HOX1B, HOX1
HOXA7	HOX1A, HOX1
HOXA9	HOX1G, HOX1
HOXA10	HOX1H, HOX1
HOXA11	HOX1I, HOX1
HOXA11-AS	HOXA11AS
HOXA13	HOX1J, HOX1
HOXA@	HOX1@
HOXB-AS5	C17orf93, NCRNA00253, HOXB13-AS1
HOXB1	HOX2, HOX2I
HOXB2	HOX2, HOX2H
HOXB3	HOX2, HOX2G
HOXB4	HOX2, HOX2F
HOXB5	HOX2, HOX2A
HOXB6	HOX2, HOX2B
HOXB7	HOX2, HOX2C
HOXB8	HOX2, HOX2D
HOXB9	HOX2E, HOX2
HOXB@	HOX2@
HOXC4	HOX3, HOX3E
HOXC5	HOX3D, HOX3
HOXC6	HOX3C, HOX3
HOXC8	HOX3, HOX3A
HOXC9	HOX3, HOX3B
HOXC10	HOX3I
HOXC11	HOX3H
HOXC12	HOX3, HOX3F, HOC3F
HOXC13	HOX3, HOX3G
HOXC@	HOX3@
HOXD1	HOX4, HOX4G
HOXD3	HOX4A, HOX4, HOX1D
HOXD4	HOX4B, HOX4
HOXD8	HOX4, HOX4E
HOXD9	HOX4C, HOX4
HOXD10	HOX4, HOX4D
HOXD11	HOX4, HOX4F
HOXD12	HOX4H
HOXD13	HOX4I, SPD
HOXD@	HOX4@
HPD	PPD
HPDL	GLOXD1
HPP1	FPH1
HPRT1	HPRT
HPS1	HPS
HPSE2	UFS
HPV18I1	HPV18I, D8S37
HR	ALUNC
HRAS	HRAS1
HS3ST6	HS3ST5
HS6ST1	HS6ST
HS6ST1P1	HS6ST1P
HSD3B1	HSDB3, HSD3B
HSD11B1	HSD11B, HSD11
HSD17B1	EDHB17, EDH17B2
HSD17B1P1	EDHB17, EDH17B1, HSD17BP1
HSD17B8	FABGL
HSD17B10	HADH2, MRXS10
HSD17B11	DHRS8
HSD17B14	DHRS10
HSDL2	C9orf99
HSF4	CTM
HSFY1	HSFY
HSFY1P1	CECR8
HSP90AA1	HSPC1, HSPCA
HSP90AA2	HSPCAL3
HSP90AA3P	HSPCAL1
HSP90AA4P	HSPCAL2
HSP90AB1	HSPC2, HSPCB
HSP90AB3P	HSPCP1
HSP90B1	TRA1
HSP90B2P	TRAP1, TRA1P1, HSPCP2
HSP90B3P	TRAP2, TRA1P2
HSPA1A	HSPA1
HSPA5	GRP78
HSPA8	HSPA10
HSPA8P1	HSPAP1
HSPA9	HSPA9B
HSPA9P1	HSPA9BP, HSPA9P
HSPA12B	C20orf60
HSPA13	STCH
HSPB1P1	HSPBL2
HSPB1P2	HSPBL3
HSPB11	C1orf41
HSPD1	SPG13
HSPD1P2	HSPDP2
HSPD1P3	HSPDP3, HSPDP1, HSPDP4
HSPD1P5	HSPDP5
HSPD1P6	HSPDP6
HSPD1P7	HSPDP7
HSPE1P1	HSPEP1
HSPE1P2	HSPEP2
HSPG2	SJS1
HTATSF1P1	HTATSF1P
HTR1A	ADRB2RL1, ADRBRL1
HTR1D	HTRL
HTR2A	HTR2
HTR2C	HTR1C
HTR3A	HTR3
HTR5BP	GPR134, HTR5B
HTR7P1	HTR7P
HTRA1	PRSS11
HTRA2	PRSS25
HTT	HD
HYDIN2	HYDINP1
IBA57	C1orf69
IBTK	BTKI
ICA1L	ALS2CR15, ALS2CR14
ICAM4	LW
ICAM5	TLCN
ICOSLG	ICOSL
IDDM2	IDDM1
IDI2-AS1	C10orf110, IDI2-AS
IDO1	IDO, INDO
IDO2	INDOL1
IDS	SIDS
IFFO1	IFFO
IFI6	G1P3
IFI27L1	FAM14B
IFI27L2	FAM14A
IFI44L	C1orf29
IFIT1	G10P1, IFI56, IFNAI1
IFIT1B	IFIT1L
IFIT1P1	G13P1, IFI56P, IFIT1P
IFIT2	IFI54, G10P2
IFIT3	IFIT4
IFITM1	IFI17
IFN1@	IFNA
IFNA11P	IFNP11
IFNA12P	IFNP12
IFNA20P	IFNP20
IFNA22P	IFNAP22
IFNAR1	IFNAR
IFNAR2	IFNABR
IFNB1	IFNB
IFNGR1	IFNGR
IFNGR2	IFNGT1
IFT27	RABL4
IFT43	C14orf179
IFT46	C11orf60
IFT52	C20orf9
IFT57	ESRRBL1
IFT74	CCDC2
IFT80	WDR56
IFT81	CDV1
IFT88	TTC10
IFT122	WDR10
IFT140	WDTC2
IGBP1	IBP1
IGBP1P1	C14orf19
IGDCC3	PUNC
IGF2	C11orf43
IGF2-AS1	IGF2AS
IGFBP1	IBP1
IGFBP2	IBP2
IGFLR1	U2AF1L4, TMEM149
IGH@	IGHDY1
IGHGP	IGHGP1
IGHJ@	IGHJ
IGHV1-69	IGHV1-E
IGHV1OR15-9	VSIG7
IGHV3-71	IGHV3-G
IGHV4OR15-8	VSIG6
IGHV@	IGHV
IGIP	C5orf53
IGKDEL	IGKDE
IGKV1OR-1	IGKVPZ1
IGKV1OR-2	IGKVPZ2
IGKV1OR-3	IGKVPZ3
IGKV1OR-4	IGKVPZ4
IGKV1OR1-1	IGKVP1
IGKV1OR15-118	IGKVP2
IGKV1OR22-1	IGKVP5
IGKV1OR22-5	IGKVP7, IGKV1OR22-5A
IGKV2OR2-1	IGKV2OR2-1A
IGKV2OR22-3	IGKVP4
IGKV2OR22-4	IGKVP6
IGKV3OR2-268	IGKV268, IGKV3OR2-268A
IGKV3OR22-2	IGKVP3
IGKV@	IGKV1, IGKV2, IGKV3, IGKV1@, IGKV2@, IGKV3@, IGKV
IGLC1	IGLC
IGLC2	IGLC
IGLC3	IGLC
IGLC4	IGLC
IGLC5	IGLC
IGLC6	IGLC
IGLL1	IGLL
IGLL2P	IGLL2
IGLL3P	IGLL3
IGLL4P	IGLL4
IGLV@	IGLV
IHG1	IHG
IKBKAP	DYS
IKBKAP-IT1	C9orf120, NCRNA00298
IKBKG	IP2, IP1
IKBKGP1	IKBKGP
IKZF1	ZNFN1A1
IKZF2	ZNFN1A2
IKZF3	ZNFN1A3
IKZF4	ZNFN1A4
IKZF5	ZNFN1A5
IL1A	IL1
IL1R1	IL1R, IL1RA
IL1R2	IL1RB
IL1RAPL1	IL1RAPL, MRX34, MRX21, MRX10
IL2RA	IL2R
IL2RB	IL15RB
IL2RG	SCIDX1, IMD4, CIDX
IL5RA	IL5R
IL6	IFNB2
IL6RP1	IL6RL1
IL6STP1	IL6STP
IL10RA	IL10R
IL10RB	CRFB4, D21S58, D21S66
IL12A	NKSF1
IL12B	NKSF2
IL12RB1	IL12RB
IL17A	CTLA8, IL17
IL17RA	IL17R
IL17RB	IL17BR
IL20RB	FNDC6
IL22RA1	IL22R
IL24	ST16
IL25	IL17E
IL27	IL30
IL33	C9orf26
IL34	C16orf77
IL36A	IL1F6
IL36B	IL1F8
IL36G	IL1F9
IL36RN	IL1F5
IL37	IL1F7
ILDR1	DFNB42
ILDR2	C1orf32
IMMTP1	IMMTP
IMP3	MRPS4, C15orf12
IMPA1	IMPA
IMPDH1	RP10
IMPDH1P11	IMPDHL1
IMPG1	SPACR
INA	NEF5
INF2	C14orf151, C14orf173
ING2	ING1L
INGX	ING2
INO80	INOC1
INO80B	HMGA1L4, ZNHIT4
INO80C	C18orf37
INO80E	CCDC95
INPP4A	INPP4
INPP5E	JBTS1
INPP5J	PIB5PA
INSL3	RLNL
INTS2	KIAA1287
INTS3	C1orf60
INTS5	KIAA1698
INTS6	DDX26
INTS7	C1orf73
INTS8	C8orf52
INTS10	C8orf35
INTS12	PHF22
INTU	PDZK6, PDZD6
INVS	NPHP2
IP6K1	IHPK1
IP6K2	IHPK2
IP6K3	IHPK3
IPO5	KPNB3, RANBP5
IPO7	RANBP7
IPO8	RANBP8
IPPK	C9orf12
IQCA1	IQCA
IQCA1P1	IQCA1L
IQCB2P	IQCB1P1
IRF2BPL	C14orf4
IRF4	MUM1
IRF6	VWS, LPS
IRF8	ICSBP1
IRF9	ISGF3G
IRGC	IRGC1
IRGM	IRGM1
IRGQ	IRGQ1
IRS3P	IRS3L
IRX6	IRX7
ISCA1	HBLD2
ISCA1P1	ISCA1L
ISCA2	HBLD1
ISCU	NIFUN
ISG15	G1P2
ISM1	C20orf82
ISM2	THSD3
IST1	KIAA0174
ITFG3	C16orf9
ITGA2	CD49B
ITGA2B	GP2B
ITGA3	MSK18
ITGA4	CD49D
ITGA5	FNRA
ITGAL	CD11A
ITGAM	CR3A, CD11B
ITGAV	VNRA, MSK8
ITGAX	CD11C
ITGB1	FNRB, MSK12, MDF2
ITGB1P1	FNRBL
ITGB2	CD18, MFI7
ITGB3	GP3A
ITIH4	ITIHL1
ITIH6	ITIH5L
ITM2BP1	ITM2BP
ITPA	C20orf37
ITPK1-AS1	C14orf85, NCRNA00203, ITPK1AS, ITPK1-AS
ITPR1	SCA15, SCA16
ITPRIP	KIAA1754
ITPRIPL1	KIAA1754L
ITSN1	SH3D1A, ITSN
ITSN2	SH3D1B
IYD	C6orf71
IZUMO2	C19orf41
IZUMO3	C9orf134
IZUMO4	C19orf36
JAG1	AGS, JAGL1
JAK1	JAK1B
JAKMIP3	C10orf39, C10orf14
JAM2	C21orf43
JARID2	JMJ
JKAMP	C14orf100
JMJD1C	TRIP8
JMJD6	PTDSR
JMJD8	C16orf20
JPH3	TNRC22
JPH4	JPHL1
JPX	NCRNA00183
JUP	CTNNG
KAL1	KAL, ADMLX
KALP	ADMLY
KALRN	HAPIP
KANK1	ANKRD15
KANK2	MXRA3, ANKRD25
KANK3	ANKRD47
KANK4	ANKRD38
KANSL1	KIAA1267
KANSL1L	C2orf67
KANSL2	C12orf41
KANSL3	KIAA1310
KAT2A	GCN5L2
KAT2B	PCAF
KAT5	HTATIP
KAT6A	ZNF220, RUNXBP2, MYST3
KAT6B	MYST4
KAT7	MYST2
KAT8	MYST1
KBTBD2	BKLHD1
KBTBD3	BKLHD3
KBTBD4	BKLHD4
KBTBD12	KLHDC6
KCNA1	AEMK
KCNA4	KCNA4L
KCNC3	SCA13
KCNC4	C1orf30
KCNF1	KCNF
KCNG1	KCNG
KCNH2	LQT2
KCNIP3	CSEN
KCNIP4-IT1	NCRNA00099
KCNJ6	KCNJ7
KCNJ12	KCNJN1
KCNK15	KCNK11, KCNK14
KCNMA1	SLO
KCNMB3	KCNMB2, KCNMBL
KCNMB3P1	KCNMB2L, KCNMBLP, KCNMB3L
KCNQ1	LQT, KCNA9
KCNQ2	EBN, EBN1
KCNQ3	EBN2
KCNQ4	DFNA2
KCP	CRIM2
KCTD1	C18orf5
KCTD9P2	KCTD9L
KCTD11	C17orf36
KCTD12	C13orf2
KCTD20	C6orf69
KDM1A	AOF2, KDM1
KDM1B	C6orf193, AOF1
KDM2A	FBXL11
KDM2B	FBXL10
KDM3A	JMJD1, JMJD1A
KDM3B	C5orf7, JMJD1B
KDM4A	JMJD2, JMJD2A
KDM4B	JMJD2B
KDM4C	JMJD2C
KDM4D	JMJD2D
KDM5A	RBBP2, JARID1A
KDM5B	JARID1B
KDM5C	SMCX, JARID1C
KDM5D	HYA, HY, SMCY, JARID1D
KDM6A	UTX
KDM6B	JMJD3
KDSR	FVT1
KERA	CNA2
KFM	KFS
KHDC1	C6orf148
KHNYN	KIAA0323
KIAA0196	SPG8
KIAA0226L	C13orf18
KIAA0664L3	C16orf67, KIAA0664P3
KIAA0825	C5orf36
KIAA0930	C22orf9
KIAA1009	C6orf84
KIAA1244	C6orf92
KIAA1274	PALD
KIAA1456	C8orf79
KIF1A	ATSV, C2orf20
KIF1B	CMT2A, CMT2
KIF2A	KIF2
KIF2C	KNSL6
KIF5A	SPG10
KIF5B	KNS1
KIF6	C6orf102
KIF11	KNSL1
KIF15	KNSL7
KIF16B	C20orf23
KIF20A	RAB6KIFL
KIF20B	MPHOSPH1
KIF21A	FEOM1
KIF22	KNSL4
KIF23	KNSL5
KIF24	C9orf48
KIF25	KNSL3
KIF25-AS1	C6orf54, NCRNA00300
KIFC1	KNSL2
KIR3DL1	KIR
KIR3DX1	LENG12
KIRREL3-AS3	PRR10, NCRNA00288
KISS1R	GPR54
KIT	PBT
KITLG	MGF
KLC1	KNS2
KLC4	KNSL8
KLF5	BTEB2
KLF6	BCD1, ST12, COPEB
KLF7P1	KLF7P
KLF9	BTEB1
KLF10	TIEG
KLF11	TIEG2
KLF17	ZNF393
KLHL13	BKLHD2, KIAA1309
KLHL28	BTBD5
KLHL29	KBTBD9
KLHL30-AS1	C2orf19
KLHL31	KBTBD1
KLHL32	BKLHD5, KIAA1900
KLHL36	C16orf44
KLK3	APS
KLK4	PRSS17
KLK6	PRSS9, PRSS18
KLK7	PRSS6
KLK8	PRSS19
KLK10	PRSSL1
KLK11	PRSS20
KLKB1	KLK3
KLRAP1	KLRA1
KLRB1	NKR
KLRC1	NKG2
KLRD1	CD94
KLRK1	D12S2489E
KNDC1	RASGEF2, C10orf23
KNG1	KNG, BDK
KPNA2	RCH1
KPRP	C1orf45
KRAS	KRAS2
KRASP1	KRAS1P
KREMEN1	KREMEN
KRIT1	CCM1
KRR1	HRB2
KRT1	EHK1
KRT2	KRT2A
KRT4	CYK4
KRT5	EBS2
KRT6A	KRT6C, KRT6D
KRT6B	KRTL1
KRT6C	KRT6E
KRT8P11	KRT8L1
KRT8P12	KRT8L2
KRT10	KPP
KRT14	EBS3, EBS4
KRT16P1	KRT14P
KRT17	PCHC1
KRT18P11	KRT18L1
KRT18P13	KRT18L3
KRT18P14	KRT18L4
KRT18P15	KRT18L5
KRT25	KRT25A
KRT26	KRT25B
KRT27	KRT25C
KRT28	KRT25D
KRT31	KRTHA1
KRT32	KRTHA2
KRT33A	KRTHA3A
KRT33B	KRTHA3B
KRT34	KRTHA4
KRT35	KRTHA5
KRT36	KRTHA6
KRT37	KRTHA7
KRT38	KRTHA8
KRT41P	KRTHAP1
KRT77	KRT1B
KRT81	KRTHB1
KRT82	KRTHB2
KRT83	KRTHB3
KRT84	KRTHB4
KRT85	KRTHB5
KRT86	KRTHB6
KRT121P	KRTHBP4
KRT122P	KRTHBP3
KRT123P	KRTHBP2
KRT124P	KRTHBP1
KRT222	KRT222P
KRTAP2-5P	KRTAP2P1
KRTAP3-4P	KRTAP3P1
KRTAP4-1	KRTAP4-10
KRTAP4-4	KRTAP4-13
KRTAP4-6	KRTAP4-15
KRTAP4-11	KRTAP4-14
KRTAP4-16P	KRTAP4P1
KRTAP5-1	KRN1L
KRTAP5-9	KRN1
KRTAP5-13P	KRTAP5P1
KRTAP5-14P	KRTAP5P2
KRTAP8-2P	KRTAP8P1
KRTAP8-3P	KRTAP8P2
KRTAP9-1	KRTAP9L3
KRTAP9-6	KRTAP9L2
KRTAP9-7	KRTAP9L1
KRTAP9-9	KRTAP9-5
KRTAP9-11P	KRTAP9P1
KRTAP10-1	KRTAP18-1
KRTAP10-2	KRTAP18-2
KRTAP10-3	KRTAP18-3
KRTAP10-4	KRTAP18-4
KRTAP10-5	KRTAP18-5
KRTAP10-6	KRTAP18-6
KRTAP10-7	KRTAP18-7
KRTAP10-8	KRTAP18-8
KRTAP10-9	KRTAP18-9
KRTAP10-11	KRTAP18-11
KRTAP10-12	KRTAP18-12
KRTAP13-5P	KRTAP13P1
KRTAP13-6P	KRTAP13P2
KRTAP19-9P	KRTAP19P1
KRTAP19-10P	KRTAP19P2
KRTAP19-11P	KRTAP19P3
KRTAP20-3	KRTAP19P4
KRTAP21-4P	KRTAP21P1
KSR1	KSR
KTN1-AS1	C14orf33
KXD1	C19orf50
L1CAM	HSAS1, SPG1, HSAS, MASA, MIC5, S10
L1RE1	LRE1
L1RE2	LRE4, LRE2
L2HGDH	C14orf160
L3MBTL1	L3MBTL
LACC1	C13orf31
LACTB	MRPL56
LAKLG	LAKL
LAMA1	LAMA
LAMA2	LAMM
LAMA3	LAMNA
LAMB1	CLM
LAMB2	LAMS
LAMB2P1	LAMB2L
LAMB3	LAMNB1
LAMC1	LAMB2
LAMC2	EBR2, LAMB2T, LAMNB2, EBR2A
LAMP1P1	LAMP1L1
LAMP5	C20orf103
LAMTOR1	C11orf59
LAMTOR2	ROBLD3
LAMTOR3	MAP2K1IP1, MAPKSP1
LANCL1	GPR69A
LANCL2	GPR69B
LAP3	PEPS
LAPTM4A	MBNT
LARP1B	LARP2
LARP4B	KIAA0217, LARP5
LAT2	WBSCR15, WBSCR5
LCA5	C6orf152
LCA5L	C21orf13
LCE1B	SPRL2A
LCE2B	SPRL1B
LCE2D	SPRL1A
LCE3C	SPRL3A
LCE3D	SPRL6B, SPRL6A
LCE4A	SPRL4A
LCE5A	SPRL5A
LCE6A	C1orf44
LCLAT1	LYCAT
LCN1P1	LCN1L1
LCN1P2	LCN1L2
LCN8	LCN5
LCP2	SLP76
LDHAL6B	LDHAL6
LDHAP1	LDHAL1
LDHAP2	LDHAL2
LDHAP3	LDHAL3
LDHAP4	LDHAL4
LDHAP5	LDHAL5
LDHAP7	LDHAL7
LDHBP1	LDHBL1
LDHBP2	LDHBP, LDHBL2
LDOC1	BCUR1
LECT1	MYETS1
LEFTY1	LEFTB
LEFTY2	TGFB4, EBAF
LEP	OBS, OB
LGALS3	LGALS2
LGI1	EPT
LGMN	PRSC1
LGMNP1	LGMN2P
LGR4	GPR48
LGR5	GPR67, GPR49
LGSN	GLULD1
LHCGR	HHG
LHFPL3	LHFPL4
LHFPL5	DFNB67
LIG3	LIG2
LILRA5	LILRB7
LILRA6	LILRB6
LIN28A	LIN28
LIN52	C14orf46
LINC00028	C20orf93, NCRNA00028
LINC00029	C20orf51, NCRNA00029
LINC00032	C9orf14, NCRNA00032
LINC00051	C8orf43, NCRNA00051
LINC00052	TMEM83, NCRNA00052
LINC00083	NCRNA00083
LINC00085	NCRNA00085
LINC00086	NCRNA00086
LINC00087	NCRNA00087
LINC00092	NCRNA00092
LINC00094	NCRNA00094
LINC00102	NCRNA00102
LINC00106	CXYorf8, NCRNA00106
LINC00108	CXYorf11, NCRNA00108
LINC00111	C21orf21, NCRNA00111
LINC00112	C21orf22, NCRNA00112
LINC00113	C21orf23, NCRNA00113
LINC00114	C21orf24, NCRNA00114
LINC00115	NCRNA00115
LINC00116	NCRNA00116
LINC00152	C2orf59, NCRNA00152
LINC00158	C21orf42, NCRNA00158
LINC00159	C21orf44, NCRNA00159
LINC00160	C21orf52, NCRNA00160
LINC00161	C21orf100, NCRNA00161
LINC00162	C21orf113, NCRNA00162
LINC00163	C21orf134, NCRNA00163
LINC00165	C21orf135, NCRNA00165
LINC00167	C11orf37, NCRNA00167
LINC00173	NCRNA00173
LINC00174	NCRNA00174
LINC00176	PRR17, NCRNA00176
LINC00184	NCRNA00184
LINC00189	C21orf109, NCRNA00189
LINC00200	C10orf139, NCRNA00200
LINC00202	C10orf51, NCRNA00202
LINC00204A	CXorf52, NCRNA00204, NCRNA00204A
LINC00204B	CXorf52B, NCRNA00204B
LINC00205	C21orf86, NCRNA00205
LINC00207	NCRNA00207
LINC00208	C8orf14, NCRNA00208
LINC00210	NCRNA00210
LINC00211	NCRNA00211
LINC00216	C14orf107, NCRNA00216
LINC00221	C14orf98, NCRNA00221
LINC00222	C6orf181, NCRNA00222
LINC00226	C14orf97, NCRNA00226
LINC00229	C22orf10, NCRNA00229
LINC00230A	NCRNA00230A
LINC00230B	NCRNA00230B
LINC00235	C16orf10, NCRNA00235
LINC00237	NCRNA00237
LINC00238	C14orf53, NCRNA00238
LINC00239	C14orf72, NCRNA00239
LINC00240	C6orf41, NCRNA00240
LINC00242	C6orf122, NCRNA00242
LINC00243	C6orf214, NCRNA00243
LINC00244	C7orf4, NCRNA00244
LINC00246A	CXorf50, NCRNA00246, NCRNA00246A
LINC00246B	CXorf50B, NCRNA00246B
LINC00251	C8orf25, NCRNA00251
LINC00254	C16orf32, NCRNA00254
LINC00256A	C9orf109, NCRNA00256A
LINC00256B	C9orf110, NCRNA00256B
LINC00260	C1orf217, NCRNA00260
LINC00261	C20orf56, NCRNA00261
LINC00263	C10orf75, NCRNA00263
LINC00264	C10orf50, NCRNA00264
LINC00265	NCRNA00265
LINC00265-2P	NCRNA00265B, NCRNA00265-2P
LINC00265-3P	NCRNA00265C, NCRNA00265-3P
LINC00266-1	C20orf69, NCRNA00266, NCRNA00266-1
LINC00266-2P	NCRNA00266B, NCRNA00266-2P
LINC00266-3	C6orf88, NCRNA00266C, NCRNA00266-3
LINC00266-4P	NCRNA00266D, NCRNA00266-4P
LINC00268	NCRNA00268
LINC00268-2P	NCRNA00268B, NCRNA00268-2P
LINC00269	CXorf62, NCRNA00269
LINC00271	C6orf217, NCRNA00271
LINC00272	C1orf120, NCRNA00272
LINC00273	NCRNA00273
LINC00273-2P	NCRNA00273B, NCRNA00273-2P
LINC00276	NCRNA00276
LINC00277	TMEM84, NCRNA00277
LINC00278	NCRNA00278
LINC00279	NCRNA00279
LINC00280	NCRNA00280
LINC00281	NCRNA00281
LINC00282	NCRNA00282
LINC00283	NCRNA00283
LINC00284	NCRNA00284
LINC00290	NCRNA00290
LINC00293	NCRNA00293
LINC00294	NCRNA00294
LINC00297	NCRNA00297
LINC00299	C2orf46, NCRNA00299
LINC00301	C11orf64, NCRNA00301
LINC00302	C1orf46, NCRNA00302
LINC00303	C1orf157, NCRNA00303
LINC00304	C16orf81, NCRNA00304
LINC00305	C18orf20, NCRNA00305
LINC00307	NCRNA00307
LINC00308	C21orf74, NCRNA00308
LINC00309	NCRNA00309
LINC00310	C21orf82, NCRNA00310
LINC00311	TMEM148, NCRNA00311
LINC00312	LOH3CR2A, NCRNA00312
LINC00313	C21orf84, NCRNA00313
LINC00314	C21orf94, NCRNA00314
LINC00315	C21orf93, NCRNA00315
LINC00316	C21orf111, NCRNA00316
LINC00317	C21orf117, NCRNA00317
LINC00319	C21orf125, NCRNA00319
LINC00320	C21orf131, NCRNA00320
LINC00322	C21orf136, NCRNA00322
LINC00323	C21orf130, NCRNA00323
LINC00324	C17orf44, NCRNA00324
LINC00326	NCRNA00326
LINC00327	NCRNA00327
LINC00328	NCRNA00328A, NCRNA00328
LINC00328-2P	NCRNA00328B, NCRNA00328-2P
LINC00330	NCRNA00330
LINC00331	NCRNA00331
LINC00332	NCRNA00332
LINC00333	NCRNA00333
LINC00334	C21orf89, NCRNA00334
LINC00336	C6orf227, NCRNA00336
LINC00337	C1orf211, NCRNA00337
LINC00338	C17orf86, NCRNA00338
LINC00339	NCRNA00339
LINC00341	C14orf139, NCRNA00341
LINC00342	NCRNA00342
LINC00343	NCRNA00343
LINC00344	NCRNA00344
LINC00346	C13orf29, NCRNA00346
LINC00467	C1orf97
LINC00469	C17orf54
LINC00470	C18orf2
LINC00471	C2orf52
LINC00472	C6orf155
LINC00473	C6orf176
LINC00474	C9orf27
LINC00475	C9orf44
LINC00476	C9orf130
LINC00477	C12orf67
LINC00478	C21orf35, FLJ38295, C21orf34
LINC00479	C21orf129
LINC00481	HCG27-IT1
LINC00482	C17orf55
LINC00483	C17orf73
LINC00484	C9orf73
LINC00488	C3orf66
LINC00515	C21orf71
LINC00516	C14orf17
LINC00517	C14orf26
LINC00518	C6orf218
LINC00519	C14orf30
LINC00520	C14orf34
LINC00521	C14orf48
LINC00523	C14orf70
LINC00524	C14orf71
LINC00526	C18orf18
LINC00527	C21orf104
LINC00528	C22orf37
LINC00529	C8orf8
LINC00533	C6orf38
LINC00574	C6orf208
LINC00575	C4orf11
LINC00577	C6orf220
LINGO1	LRRN6A
LINGO2	LRRN6C
LINGO3	LRRN6B
LINGO4	LRRN6D
LINS	LINS1
LIPJ	LIPL1
LIPK	LIPL2
LIPM	LIPL3
LIPN	LIPL4
LIX1	C5orf11
LLGL1	DLG4, LLGL, HUGL, HUGL-1
LLPH	C12orf31
LMAN1	F5F8D
LMAN2	C5orf8
LMBR1	C7orf2
LMBRD1	C6orf209
LMF1	C16orf26, TMEM112
LMF2	TMEM153, TMEM112B
LMNA	LMN1, CMD1A, LGMD1B, PRO1, LMNL1
LMNB2	LMN2
LMO1	RBTN1
LMO2	RBTNL1
LMO3	RBTNL2
LMO7	FBXO20
LMX1A	LMX1
LMX1B	NPS1
LNX1	LNX
LNX2	PDZRN1
LONP1	PRSS15
LONRF3	RNF127
LOXHD1	DFNB77
LPA	LP
LPAL2	APOAL
LPAR1	EDG2
LPAR2	EDG4
LPAR3	EDG7
LPAR4	GPR23
LPAR5	GPR93, GPR92
LPAR6	P2RY5
LPCAT1	AYTL2
LPCAT2	AYTL1
LPCAT3	OACT5, MBOAT5
LPCAT4	AYTL3, AGPAT7
LPGAT1	FAM34A
LPGAT1P1	FAM34BP, FAM34A2P
LPHN2	LPHH1
LPIN3	LIPN3L
LPL	LIPD
LRBA	CDC4L
LRCH1	CHDC1
LRCH4	LRN, LRRN1
LRFN2	KIAA1246, SALM1
LRFN5	C14orf146
LRIF1	C1orf103
LRIT1	LRRC21
LRIT2	LRRC22
LRP1	APR, A2MR
LRP5	LRP7, OPPG, EVR1
LRPAP1	A2MRAP
LRPPRC	LSFC
LRR1	PPIL5
LRRC3	C21orf102
LRRC3DN	C21orf30
LRRC4B	LRIG4
LRRC8A	LRRC8
LRRC8D	LRRC5
LRRC16A	LRRC16
LRRC16B	C14orf121
LRRC29	FBXL9
LRRC32	D11S833E, GARP
LRRC37A4P	LRRC37A4
LRRC37A5P	C9orf29
LRRC37BP1	LRRC37B2
LRRC71	C1orf92
LRRC73	C6orf154
LRRIQ3	LRRC44
LRRK2	PARK8
LRRN2	LRRN5
LRRN4	C20orf75
LRTOMT	LRRC51, DFNB63
LSAMP-AS3	NCRNA00295
LSM2	C6orf28
LSM6P1	LSM6P
LSM12P1	LSM12P
LSM14A	C19orf13, FAM61A
LSM14B	C20orf40, FAM61B
LTA	TNFB
LTB	TNFC
LTB4R	P2RY7, GPR16, CMKRL1
LTBP2	LTBP3, C14orf141
LTBP3	LTBP2
LTBR	D12S370
LTN1	C21orf98, C21orf10, ZNF294, RNF160
LTV1	C6orf93
LUM	LDC
LURAP1	C1orf190
LURAP1L	C9orf150
LUZP3P	LUZP3, LUZPP1
LY6G5B	C6orf19
LY6G5C	C6orf20
LY6G6C	C6orf24
LY6G6D	C6orf23
LY6G6E	C6orf22
LY6G6F	LY6G6D, C6orf21
LY86-AS1	LY86AS, LY86-AS
LYPD1	LYPDC1
LYPD2	LYPDC2
LYPLA2P1	LYPLA2L
LYRM4	C6orf149
LYRM7	C5orf31
LYST	CHS1
LYVE1	XLKD1
MAB21L3	C1orf161
MACROD2	C20orf133
MACROD2-AS1	NCRNA00186
MACROD2-IT1	C20orf68, NCRNA00227
MAD2L1P1	MAD2L1P
MAFB	KRML
MAG	GMA
MAGEA1	MAGE1
MAGEA2	MAGE2
MAGEA3	MAGE3
MAGEA4	MAGE4
MAGEA5	MAGE5
MAGEA6	MAGE6
MAGEA7P	MAGE7, MAGEA7
MAGEA8	MAGE8
MAGEA9	MAGE9
MAGEA10	MAGE10
MAGEA11	MAGE11
MAGEA12	MAGE12
MAGEB6P1	MAGEB6B
